decision_id,unit_id,action,disposition,stacks_labels,rationale,review_state,supersedes
D000001,gaga:no:21,set,existing_equivalent,algebra-section-flat;algebra-definition-flat;more-algebra-lemma-pseudo-coherence-and-base-change-ext,The subsection's definition and sole proposition are exactly represented by the flatness section/definition and the flat Hom base-change statement.,reviewed_source_stacks_integrated_build_and_mapping,
D000002,gaga:def:3,set,existing_equivalent,algebra-definition-flat,"This is the live definition of a flat module, stated as exactness of the tensor functor.",reviewed_source_stacks_integrated_build_and_mapping,
D000003,gaga:prop:21,set,existing_equivalent,more-algebra-lemma-pseudo-coherence-and-base-change-ext,The live lemma gives flat Hom base change for finitely presented modules and explicitly specializes to every finite module over a Noetherian ring.,reviewed_source_stacks_integrated_build_and_mapping,
D000004,gaga:no:22,set,existing_equivalent,algebra-section-flat;algebra-section-universally-injective;algebra-definition-universally-injective;algebra-lemma-flat-universally-injective;algebra-lemma-ui-flat-domain;algebra-lemma-composition-universally-injective;algebra-lemma-universally-injective-permanence;algebra-remark-flat-pairs-not-two-out-of-three,"The live flatness and universal-injectivity lemmas recover Definition 4 and Propositions 22 and 23. The integrated flat-pair remark proves composition and supplies the explicit non-converse, so the complete subsection is represented.",reviewed_source_stacks_integrated_build_and_mapping,
D000005,gaga:def:4,set,existing_equivalent,algebra-definition-flat,"The named phrase flat pair is absent, but its entire mathematical definition is direct application of the live definition to the quotient module B/A.",reviewed_source_stacks_integrated_build_and_mapping,
D000006,gaga:prop:22,set,existing_equivalent,algebra-lemma-flat-ses;algebra-definition-universally-injective;algebra-theorem-universally-exact-criteria;algebra-lemma-flat-universally-injective;algebra-lemma-ui-flat-domain;algebra-lemma-check-universally-injective-into-flat,"Apply the flat short-exact-sequence lemma to 0 to A to B to B/A to 0. Flatness of the quotient is equivalent to B flat plus universal injectivity of A to B; the live universal-exactness criteria reduce this to finite modules, and the into-flat criterion reduces it to injectivity modulo ideals, which is exactly ideal contraction.",reviewed_source_stacks_integrated_build_and_mapping,
D000007,gaga:prop:23,set,existing_equivalent,algebra-lemma-flat-permanence;algebra-lemma-flat-ses;algebra-lemma-ff;algebra-lemma-flat-universally-injective;algebra-lemma-ui-flat-domain;algebra-lemma-universally-injective-permanence,"The two pair hypotheses make C flat over A and over B and make A to C and B to C universally injective. Thus C is faithfully flat over B; flat permanence gives B flat over A. Universal-injectivity permanence gives A to B universally injective, and the flat-domain lemma makes B/A flat.",reviewed_source_stacks_integrated_build_and_mapping,
D000008,gaga:prop:23:remark,set,existing_equivalent,algebra-lemma-composition-flat;algebra-lemma-flat-ses;algebra-lemma-flat-universally-injective;algebra-lemma-ui-flat-domain;algebra-lemma-composition-universally-injective;algebra-lemma-flat;algebra-remark-flat-pairs-not-two-out-of-three,"The integrated remark proves composition from the flatness and universal-injectivity lemmas and gives the explicit graph-inclusion counterexample A=k, B=k[t], C=B times k, with C/B congruent to B/(t) nonflat.",reviewed_source_stacks_integrated_build_and_mapping,
D000009,gaga:no:23,set,existing_equivalent,algebra-section-nakayama;algebra-lemma-NAK;algebra-lemma-Artin-Rees;algebra-lemma-map-AR;algebra-lemma-intersect-powers-ideal-module-zero;algebra-section-completion-noetherian;algebra-lemma-completion-tensor,"Nakayama, Artin-Rees, Krull intersection, exactness of completion, and completion as tensor cover every substantive result in this subsection.",reviewed_source_stacks_integrated_build_and_mapping,
D000010,gaga:prop:24,set,existing_equivalent,algebra-lemma-NAK,"This is Nakayama's lemma, part (2), with the maximal ideal inside the Jacobson radical.",reviewed_source_stacks_integrated_build_and_mapping,
