unit_id,item,unit_type,parent_id,source_start,source_end,source_loc,authority_sha256,source_topics,topic_evidence_labels,topic_evidence_tags,decision_id,disposition,review_state,stacks_labels,stacks_tags,rationale
gaga:introduction,gaga:introduction,section,gaga,english_source_aligned_workpass/components/00_title_and_introduction.tex:13,english_source_aligned_workpass/components/00_title_and_introduction.tex:13,english_source_aligned_workpass/components/00_title_and_introduction.tex:13,9898F985DD6932496E26450BFE0BECA8655A937032F545B97CEBD88D1BC8EB98,,,,,structural_only,classified,,,Source structure; no independent Stacks object.
gaga:section:1,gaga:section:1,section,gaga,english_source_aligned_workpass/components/01_analytic_spaces.tex:1,english_source_aligned_workpass/components/01_analytic_spaces.tex:1,english_source_aligned_workpass/components/01_analytic_spaces.tex:1,9898F985DD6932496E26450BFE0BECA8655A937032F545B97CEBD88D1BC8EB98,analytic-space,,,,structural_only,classified,,,Source structure; no independent Stacks object.
gaga:no:1,gaga:no:1,numbered_unit,gaga,english_source_aligned_workpass/components/01_analytic_spaces.tex:3,english_source_aligned_workpass/components/01_analytic_spaces.tex:3,english_source_aligned_workpass/components/01_analytic_spaces.tex:3,9898F985DD6932496E26450BFE0BECA8655A937032F545B97CEBD88D1BC8EB98,analytic-space,,,D000019,existing_equivalent,reviewed_source_stacks_integrated_build_and_mapping,gaga-definition-analytic-subset;gaga-definition-holomorphic-map-analytic-subsets;gaga-lemma-analytic-subset-basic-properties,,"The standalone analytic chapter defines Serre analytic subsets, their holomorphic-function sheaves, holomorphic maps and isomorphisms, and proves the local-closedness, local-compactness, product, and functoriality claims."
gaga:no:2,gaga:no:2,numbered_unit,gaga,english_source_aligned_workpass/components/01_analytic_spaces.tex:31,english_source_aligned_workpass/components/01_analytic_spaces.tex:31,english_source_aligned_workpass/components/01_analytic_spaces.tex:31,9898F985DD6932496E26450BFE0BECA8655A937032F545B97CEBD88D1BC8EB98,analytic-space,,,D000020,existing_equivalent,reviewed_source_stacks_integrated_build_and_mapping,gaga-section-serre-analytic-spaces;gaga-definition-serre-analytic-space;gaga-definition-analytic-subspace;gaga-lemma-serre-analytic-subspaces-products,,"The standalone chapter gives the reduced Hausdorff analytic-space category, holomorphic maps, charts, induced analytic subspaces, products, and the product topology."
gaga:def:1,gaga:def:1,definition,gaga,english_source_aligned_workpass/components/01_analytic_spaces.tex:33,english_source_aligned_workpass/components/01_analytic_spaces.tex:33,english_source_aligned_workpass/components/01_analytic_spaces.tex:33,9898F985DD6932496E26450BFE0BECA8655A937032F545B97CEBD88D1BC8EB98,analytic-space,,,D000021,existing_equivalent,reviewed_source_stacks_integrated_build_and_mapping,gaga-definition-serre-analytic-space;gaga-remark-serre-analytic-spaces-reduced,,The definition states exactly Serre's Hausdorff local-chart axioms and the adjacent scope remark makes the logically forced reduced convention explicit.
gaga:no:3,gaga:no:3,numbered_unit,gaga,english_source_aligned_workpass/components/01_analytic_spaces.tex:45,english_source_aligned_workpass/components/01_analytic_spaces.tex:45,english_source_aligned_workpass/components/01_analytic_spaces.tex:45,9898F985DD6932496E26450BFE0BECA8655A937032F545B97CEBD88D1BC8EB98,,,,D000022,existing_equivalent,reviewed_source_stacks_integrated_build_and_mapping,gaga-section-analytic-modules;gaga-definition-analytic-module;gaga-definition-vanishing-ideal-analytic-subspace;gaga-theorem-oka-cartan-coherence;gaga-remark-examples-coherent-analytic-modules;cohomology-lemma-holomorphic-vector-bundles-locally-free-analytic-modules,,"The chapter defines analytic modules and vanishing ideals, identifies the closed-subspace quotient, proves the Oka-Cartan coherence reduction, and records the coherent vector-bundle examples."
gaga:prop:1,gaga:prop:1,proposition,gaga,english_source_aligned_workpass/components/01_analytic_spaces.tex:51,english_source_aligned_workpass/components/01_analytic_spaces.tex:51,english_source_aligned_workpass/components/01_analytic_spaces.tex:51,9898F985DD6932496E26450BFE0BECA8655A937032F545B97CEBD88D1BC8EB98,coherent,coherent-section-coherent-sheaves;modules-section-coherent,01BU;01XY,D000023,existing_equivalent,reviewed_source_stacks_integrated_build_and_mapping,gaga-theorem-oka-cartan-coherence,,The integrated Oka-Cartan theorem states coherence of the analytic structure sheaf and every closed analytic subspace's vanishing ideal and gives the source's local reduction.
gaga:no:4,gaga:no:4,numbered_unit,gaga,english_source_aligned_workpass/components/01_analytic_spaces.tex:59,english_source_aligned_workpass/components/01_analytic_spaces.tex:59,english_source_aligned_workpass/components/01_analytic_spaces.tex:59,9898F985DD6932496E26450BFE0BECA8655A937032F545B97CEBD88D1BC8EB98,analytic-space,,,D000024,existing_equivalent,reviewed_source_stacks_integrated_build_and_mapping,gaga-section-local-analytic-algebras;gaga-lemma-local-analytic-algebra;gaga-lemma-analytic-germ-local-algebra;gaga-lemma-simple-point-regular-local;gaga-lemma-components-dimension-analytic-space,,"The local analytic-algebra section gives the convergent-power-series quotient, germ reconstruction, the regular/simple-point criterion, irreducible components, and equality of analytic and Krull dimensions, with analytic inputs stated explicitly."
gaga:section:2,gaga:section:2,section,gaga,english_source_aligned_workpass/components/02_associated_analytic_space.tex:1,english_source_aligned_workpass/components/02_associated_analytic_space.tex:1,english_source_aligned_workpass/components/02_associated_analytic_space.tex:1,9898F985DD6932496E26450BFE0BECA8655A937032F545B97CEBD88D1BC8EB98,analytic-space,,,,structural_only,classified,,,Source structure; no independent Stacks object.
gaga:no:5,gaga:no:5,numbered_unit,gaga,english_source_aligned_workpass/components/02_associated_analytic_space.tex:5,english_source_aligned_workpass/components/02_associated_analytic_space.tex:5,english_source_aligned_workpass/components/02_associated_analytic_space.tex:5,9898F985DD6932496E26450BFE0BECA8655A937032F545B97CEBD88D1BC8EB98,analytic-space,,,D000025,existing_equivalent,reviewed_source_stacks_integrated_build_scan_and_mapping,gaga-section-analytification;gaga-proposition-analytification;gaga-lemma-analytification-properties,,The integrated analytification continuation supplies the audited successor labels and closes the pre-integration gap: Both live passages presuppose the associated analytic space and functor; neither constructs or characterizes it.
gaga:lemma:1,gaga:lemma:1,lemma,gaga,english_source_aligned_workpass/components/02_associated_analytic_space.tex:9,english_source_aligned_workpass/components/02_associated_analytic_space.tex:9,english_source_aligned_workpass/components/02_associated_analytic_space.tex:9,9898F985DD6932496E26450BFE0BECA8655A937032F545B97CEBD88D1BC8EB98,,,,D000026,existing_equivalent,reviewed_source_stacks_integrated_build_scan_and_mapping,gaga-lemma-algebraic-charts-analytic,,"The integrated analytification continuation supplies the audited successor labels and closes the pre-integration gap: The lexical candidate concerns sheaves on the small Zariski site, not the complex classical topology or holomorphic maps."
gaga:lemma:1:item:a,gaga:lemma:1:item:a,subitem,gaga:lemma:1,english_source_aligned_workpass/components/02_associated_analytic_space.tex:9,english_source_aligned_workpass/components/02_associated_analytic_space.tex:9,english_source_aligned_workpass/components/02_associated_analytic_space.tex:9,9898F985DD6932496E26450BFE0BECA8655A937032F545B97CEBD88D1BC8EB98,,,,,structural_only,inherits_parent,,,Embedded source component; inherit the parent disposition.
gaga:lemma:1:item:b,gaga:lemma:1:item:b,subitem,gaga:lemma:1,english_source_aligned_workpass/components/02_associated_analytic_space.tex:11,english_source_aligned_workpass/components/02_associated_analytic_space.tex:11,english_source_aligned_workpass/components/02_associated_analytic_space.tex:11,9898F985DD6932496E26450BFE0BECA8655A937032F545B97CEBD88D1BC8EB98,,,,,structural_only,inherits_parent,,,Embedded source component; inherit the parent disposition.
gaga:lemma:1:item:c,gaga:lemma:1:item:c,subitem,gaga:lemma:1,english_source_aligned_workpass/components/02_associated_analytic_space.tex:13,english_source_aligned_workpass/components/02_associated_analytic_space.tex:13,english_source_aligned_workpass/components/02_associated_analytic_space.tex:13,9898F985DD6932496E26450BFE0BECA8655A937032F545B97CEBD88D1BC8EB98,analytic-space,,,,structural_only,inherits_parent,,,Embedded source component; inherit the parent disposition.
gaga:lemma:1:item:d,gaga:lemma:1:item:d,subitem,gaga:lemma:1,english_source_aligned_workpass/components/02_associated_analytic_space.tex:15,english_source_aligned_workpass/components/02_associated_analytic_space.tex:15,english_source_aligned_workpass/components/02_associated_analytic_space.tex:15,9898F985DD6932496E26450BFE0BECA8655A937032F545B97CEBD88D1BC8EB98,,,,,structural_only,inherits_parent,,,Embedded source component; inherit the parent disposition.
gaga:prop:2,gaga:prop:2,proposition,gaga,english_source_aligned_workpass/components/02_associated_analytic_space.tex:27,english_source_aligned_workpass/components/02_associated_analytic_space.tex:27,english_source_aligned_workpass/components/02_associated_analytic_space.tex:27,9898F985DD6932496E26450BFE0BECA8655A937032F545B97CEBD88D1BC8EB98,analytic-space,,,D000027,existing_equivalent,reviewed_source_stacks_integrated_build_scan_and_mapping,gaga-proposition-analytification,,"The integrated analytification continuation supplies the audited successor labels and closes the pre-integration gap: The live sheaf-gluing lemma is a proof ingredient only and supplies neither the topology, Hausdorff verification, analytic charts, nor functoriality."
gaga:no:6,gaga:no:6,numbered_unit,gaga,english_source_aligned_workpass/components/02_associated_analytic_space.tex:43,english_source_aligned_workpass/components/02_associated_analytic_space.tex:43,english_source_aligned_workpass/components/02_associated_analytic_space.tex:43,9898F985DD6932496E26450BFE0BECA8655A937032F545B97CEBD88D1BC8EB98,analytic-space,,,D000028,existing_equivalent,reviewed_source_stacks_integrated_build_scan_and_mapping,gaga-section-local-comparison;gaga-proposition-analytification-closed-ideal;gaga-theorem-analytification-completed-local-rings;gaga-theorem-analytification-local-faithfully-flat;gaga-lemma-analytification-local-dimension;gaga-lemma-analytification-dimension,,The integrated analytification continuation supplies the audited successor labels and closes the pre-integration gap: The live etale lemma mentions completed-local-ring compatibility but does not state or prove the comparison package.
