topic_id,score,hit_fields,tag,full_label,file,line,kind,section_title,snippet,status
sheaves,191,label;section;text,03CY,sites-modules-lemma-sheafification-presheaf-modules,sites-modules.tex,815,lemma,Sheafification of presheaves of modules,"egin lemma Let C be a site. Let O be a presheaf of rings on C . Let F be a presheaf of O -modules. Let O \# be the sheafification of O as a presheaf of rings, see Sites, Section ef sites-section-sheaves-algebraic-structures . Let F \# be the sheafification of F as a presheaf of a",lexical_candidate_only
sheaves,190,label;section;text,0089,sheaves-lemma-sheafification-presheaf-modules,sheaves.tex,1834,lemma,Sheafification of presheaves of modules,egin lemma Let X be a topological space. Let O be a presheaf of rings on X . Let F be a presheaf of O -modules. Let O \# be the sheafification of O . Let F \# be the sheafification of F as a presheaf of abelian groups. There exists a map of sheaves of sets O \# imes F \# F \# whi,lexical_candidate_only
sheaves,187,label;section;text,03NS,etale-cohomology-theorem-sheafification,etale-cohomology.tex,799,theorem,Sheafification,"egin theorem Let C be a site and F a presheaf on C . egin enumerate The rule U F +(U) := olim U ext covering of U heck H 0( U , F ) is a presheaf. And the colimit is a directed one. There is a canonical map of presheaves F o F + . If F is a separated presheaf then F + is a sheaf ",lexical_candidate_only
sheaves,187,label;section;text,0081,sheaves-example-sheafify-constant,sheaves.tex,1636,example,Sheafification,egin example See Example ef example-stalk-constant-presheaf for notation. The map A p o nderline A induces a map A p \# o nderline A . It is easy to see that this is an isomorphism. In words: The sheafification of the constant presheaf with value A is the constant sheaf with valu,lexical_candidate_only
sheaves,187,label;section;text,007Y,sheaves-lemma-sheafification-sheaf,sheaves.tex,1540,lemma,Sheafification,"egin lemma egin reference ite[Chapter I, 1, no. 3, pp. 200--201] FAC The presheaf F \# is a sheaf.",lexical_candidate_only
sheaves,187,label;section;text,0085,sheaves-lemma-sheafify-abelian-presheaf,sheaves.tex,1729,lemma,Sheafification of abelian presheaves,"egin lemma Let X be a topological space. Let F be an abelian presheaf on X . Then there exists a unique structure of abelian sheaf on F \# such that F o F \# is a morphism of abelian presheaves. Moreover, the following adjointness property holds extit PAb (X) ( F , i( G )) = exti",lexical_candidate_only
sheaves,187,label;section;text,0087,sheaves-lemma-sheafify-presheaf-structures,sheaves.tex,1792,lemma,Sheafification of presheaves of algebraic structures,"egin lemma Let X be a topological space. Let ( C , F) be a type of algebraic structure. Let F be a presheaf with values in C on X . Then there exists a sheaf F \# with values in C and a morphism F o F \# of presheaves with values in C with the following properties: egin enumerate",lexical_candidate_only
sheaves,187,label;section;text,007X,sheaves-section-sheafification,sheaves.tex,1462,section,Sheafification,Sheafification In this section we explain how to get the sheafification of a presheaf on a topological space. We will use stalks to describe the sheafification in this case.,lexical_candidate_only
sheaves,187,label;section;text,0H7J,sites-example-constant-sheaf,sites.tex,2099,example,Sheafification,"egin example Let C be a site. Let E be a set. The constant sheaf nderline E with value E is the sheafification of the presheaf given by the constant functor with value E . It is characterized by the rule ( C ) (nderline E , F ) = extit Sets (E, ( C , F )) for every sheaf F on C w",lexical_candidate_only
sheaves,186,label;section;text,0082,sheaves-lemma-separated-presheaf-into-sheaf,sheaves.tex,1646,lemma,Sheafification,"egin lemma egin reference ite[Chapter I, 1, no. 3, Proposition 1, p. 200] FAC Let X be a topological space. A presheaf F is separated (see Definition ef definition-separated ) if and only if the canonical map F o F \# is injective.",lexical_candidate_only
