correction_id,unit_id,field,old_value,new_value,action,supersedes,rationale,review_state
G000001,fac:footnote:inj-surj,parent_id,fac,fac:I:1:no:3:prop:1,set,,"The terminology footnote is syntactically inside Proposition 1 at component 002 lines 22--23; the frozen intake attached it to the corpus root.",integrated_direct_source_and_graph_audit
G000002,fac:II:4:diagram:1,parent_id,fac:II:4,fac:II:4:thm:1:a:proof,set,,"The two-row finite-free-presentation diagram occurs inside the proof of Theorem 1(a) at component 047 lines 45--72; the frozen intake attached it only to the section.",integrated_direct_source_and_graph_audit
G000003,fac:bib:1,parent_id,fac,fac:bibliography,set,,"Bibliography entry [1] is a bibitem inside the terminal bibliography environment at component 080 line 14; the frozen intake attached it to the corpus root.",integrated_direct_source_and_graph_audit
G000004,fac:bib:2,parent_id,fac,fac:bibliography,set,,"Bibliography entry [2] is a bibitem inside the terminal bibliography environment at component 080 line 17; the frozen intake attached it to the corpus root.",integrated_direct_source_and_graph_audit
G000005,fac:bib:3,parent_id,fac,fac:bibliography,set,,"Bibliography entry [3] is a bibitem inside the terminal bibliography environment at component 080 line 20; the frozen intake attached it to the corpus root.",integrated_direct_source_and_graph_audit
G000006,fac:bib:4,parent_id,fac,fac:bibliography,set,,"Bibliography entry [4] is a bibitem inside the terminal bibliography environment at component 080 line 23; the frozen intake attached it to the corpus root.",integrated_direct_source_and_graph_audit
G000007,fac:bib:5,parent_id,fac,fac:bibliography,set,,"Bibliography entry [5] is a bibitem inside the terminal bibliography environment at component 080 line 26; the frozen intake attached it to the corpus root.",integrated_direct_source_and_graph_audit
G000008,fac:bib:6,parent_id,fac,fac:bibliography,set,,"Bibliography entry [6] is a bibitem inside the terminal bibliography environment at component 080 line 30; the frozen intake attached it to the corpus root.",integrated_direct_source_and_graph_audit
G000009,fac:bib:7,parent_id,fac,fac:bibliography,set,,"Bibliography entry [7] is a bibitem inside the terminal bibliography environment at component 080 line 34; the frozen intake attached it to the corpus root.",integrated_direct_source_and_graph_audit
G000010,fac:bib:8,parent_id,fac,fac:bibliography,set,,"Bibliography entry [8] is a bibitem inside the terminal bibliography environment at component 080 line 38; the frozen intake attached it to the corpus root.",integrated_direct_source_and_graph_audit
G000011,fac:bib:9,parent_id,fac,fac:bibliography,set,,"Bibliography entry [9] is a bibitem inside the terminal bibliography environment at component 080 line 42; the frozen intake attached it to the corpus root.",integrated_direct_source_and_graph_audit
G000012,fac:bib:10,parent_id,fac,fac:bibliography,set,,"Bibliography entry [10] is a bibitem inside the terminal bibliography environment at component 080 line 45; the frozen intake attached it to the corpus root.",integrated_direct_source_and_graph_audit
G000013,fac:bib:11,parent_id,fac,fac:bibliography,set,,"Bibliography entry [11] is a bibitem inside the terminal bibliography environment at component 080 line 50; the frozen intake attached it to the corpus root.",integrated_direct_source_and_graph_audit
G000014,fac:bib:12,parent_id,fac,fac:bibliography,set,,"Bibliography entry [12] is a bibitem inside the terminal bibliography environment at component 080 line 54; the frozen intake attached it to the corpus root.",integrated_direct_source_and_graph_audit
G000015,fac:bib:13,parent_id,fac,fac:bibliography,set,,"Bibliography entry [13] is a bibitem inside the terminal bibliography environment at component 080 line 58; the frozen intake attached it to the corpus root.",integrated_direct_source_and_graph_audit
G000016,fac:bib:14,parent_id,fac,fac:bibliography,set,,"Bibliography entry [14] is a bibitem inside the terminal bibliography environment at component 080 line 61; the frozen intake attached it to the corpus root.",integrated_direct_source_and_graph_audit
G000017,fac:bib:15,parent_id,fac,fac:bibliography,set,,"Bibliography entry [15] is a bibitem inside the terminal bibliography environment at component 080 line 65; the frozen intake attached it to the corpus root.",integrated_direct_source_and_graph_audit
G000018,fac:bib:16,parent_id,fac,fac:bibliography,set,,"Bibliography entry [16] is a bibitem inside the terminal bibliography environment at component 080 line 69; the frozen intake attached it to the corpus root.",integrated_direct_source_and_graph_audit
G000019,fac:bib:17,parent_id,fac,fac:bibliography,set,,"Bibliography entry [17] is a bibitem inside the terminal bibliography environment at component 080 line 72; the frozen intake attached it to the corpus root.",integrated_direct_source_and_graph_audit
G000020,fac:bib:18,parent_id,fac,fac:bibliography,set,,"Bibliography entry [18] is a bibitem inside the terminal bibliography environment at component 080 line 76; the frozen intake attached it to the corpus root.",integrated_direct_source_and_graph_audit
G000021,fac:bib:19,parent_id,fac,fac:bibliography,set,,"Bibliography entry [19] is a bibitem inside the terminal bibliography environment at component 080 line 80; the frozen intake attached it to the corpus root.",integrated_direct_source_and_graph_audit
