local_path,remote_filename,bytes,md5,sha256
output/pdf/gaga-english.pdf,60_GAGA_Stacks_R3_English.pdf,496076,B10E119E7B5405DD32DD867EB452385B,93B61241CF64C402DDA3CB2CCD19909F5030E69244BFE8C455B5A95BC246BEC0
output/pdf/gaga-japanese.pdf,61_GAGA_Stacks_R3_Japanese.pdf,411303,766D22A2DC09015608DCD120BAC0DE08,B244927089C1525AB3DE070701648C1C722C5CD240DB6AA5EF2FA707AB751708
output/pdf/gaga-simplified-chinese.pdf,62_GAGA_Stacks_R3_Simplified_Chinese.pdf,254336,786D7D5A6A532007FAEF457A12CD2EFC,CAA2EE705BF8DF0743C5E65ECBCDD92A516896F99374E398670739D509459387
gaga.tex,63_GAGA_Stacks_R3_English.tex,79740,91043F39ACB93AB064E325327367A3DE,BBCCEE29FE3AF084E8435F3E32F8537EE3DDED2558E1A9FCD2940F8664BB5201
output/source/gaga-ja.tex,64_GAGA_Stacks_R3_Japanese.tex,85921,42604035FE5D0A71D9CC34783233A492,E441FF5AFDF7CBD41DA98273BE7BE9615537F5D25D7D05CF436A6AD9B3ED753E
output/source/gaga-zh-cn.tex,65_GAGA_Stacks_R3_Simplified_Chinese.tex,73217,D70E3CA63DA08E9A91D2D74AF58FAD0F,25B5CD697A71E3FCD98E66BB0FA97429A378A76759B61D1874EC7321CAA4699D
output/source/chapters-ja.tex,66_GAGA_Stacks_R3_Japanese_chapters.tex,8820,CBB644B8BB3FF12790B25146E00B6EEF,62A9C3BD27CA840C505D202B57535B3E2D8BBAF2A40A39D746151F1CCE5243B2
output/source/chapters-zh-cn.tex,67_GAGA_Stacks_R3_Simplified_Chinese_chapters.tex,7931,985DFE06DD762E86B0729B3E390445B7,8F7530C8EE3DF3E78FC30C90C587C14318FAB66BEA5F20687559F490F8024FDE
preamble.tex,68_GAGA_Stacks_R3_preamble.tex,8807,2CB15DF9471DA3E028937ED98C59C7BD,8D6E0CD5B4CD6187E96A0FA289BD1A8C3B185310F22F4AAFAD39BE62ADF1BA65
chapters.tex,69_GAGA_Stacks_R3_chapters.tex,8735,641320ED54AE8D68B07F591E731F8E2F,C79BC934FA6DD52DB2A8AF11EECF3667CC3C682FA30239408679D62C4D49B299
my.bib,70_GAGA_Stacks_R3_bibliography.bib,220937,476B4B25F94E9431B653D5B20F5052BB,953C5DFAEE8F1176A1F154B40B99C751EE206D41F030299E0DE7D9807F5128E8
stacks-project.cls,71_GAGA_Stacks_R3_class.cls,62060,249A47CB416560BD204A8A2BD773573C,33C63548F27DA96BE5B1BBDA435784DB1C514E58B33699F8F80460F4B9F282E7
gaga_r3/units.csv,72_GAGA_Stacks_R3_units.csv,60100,2E14FD52CC9201B70D6543CE33098DEA,8F8DB43D6732A1987ACD9A02BD47E96697CFDC35DFECDF9C6207977B1D515C9B
gaga_r3/map.csv,73_GAGA_Stacks_R3_map.csv,83111,3D118757BE0DE2FB28BFBDF965FF451E,76BCA905ADD4582EAED1AC34DA266DE38608CBDFABE843B736B1D7300E8FE41F
gaga_r3/dec.csv,74_GAGA_Stacks_R3_decisions.csv,32612,BFE4D9F70EEE7E16B657B2E222D4F206,E298D871C257CFA9917EFD8A10048D562877FA551A577E9495C9D00DBECAE23D
gaga_r3/issues.csv,75_GAGA_Stacks_R3_source_issues.csv,88,86FCA9DAA4DDC18B3B3B2A2A6CC5DA9F,30C973E3978577AEBA6DE60B941DC4D88CACE6C3FCC3DDA50F6EB5F43D8BE9F5
gaga_r3/mcheck.json,76_GAGA_Stacks_R3_mapping_check.json,82907,3CCC04890AFE4971DAE9CC99A51F6DF0,D07D28C8D40476BE2BEB0B63997519B25A6A674F8B6C7F8E01533D100E81E6A9
gaga_r3/R3_CHECK.json,77_GAGA_Stacks_R3_terminal_receipt.json,16536,03C692347C10DCA0164EA12852209FC4,8A67743F56BC828558624019B3DA9CD6317F5CE4FFF8B811926023B57344922D
srcmap/build_gaga_r3.py,78_GAGA_Stacks_R3_builder.py,21729,F1A405D458164C27C807F3AD85F6F95B,F3D6C8AD9715182FD398FA6DF777E65DEBE2F0C458CC95342E704FDCE54620D6
srcmap/validate_gaga_editions.py,79_GAGA_Stacks_R3_edition_validator.py,8918,A935D0B659B9022ADE2EEBEC304B76E4,E424B32DB9E09BA74A81DE949FD0A0D7AB92FA91DCA795DAF7D9F6E337A057CE
srcmap/build_gaga_localized_editions.py,80_GAGA_Stacks_R3_edition_builder.py,10408,C3780DBC916BD8D512729E59A7F51B46,1F826B665A538D96070D4B4ECAE0C0DEFB1A617134C83EF5F9DF6E29D4F3C8E2
output/validation/gaga-localized-build-validation.json,81_GAGA_Stacks_R3_localized_build_validation.json,19449,7591F3152DE9A9A95A1314334D1B8B00,35AA616A7BE91B066468FBC7531BBABFDD4FD0030DA3C395C8E8D2E4B72F61D4
output/publication/GAGA_STACKS_R3_README.md,82_GAGA_Stacks_R3_README.md,3109,8CD5DA61DF1D207EA43858F8E52975D5,A968E7DF14DC5D2F3B6753DF9A2CFC8627E40E3EF8AA51946DDD6E7D20314089
srcmap/publish_gaga_r3_zenodo.py,84_GAGA_Stacks_R3_Zenodo_publisher.py,47275,B97986D9720C931852EE26BD8FCDDCE4,71B18C907104A993EBA52AD57F157196101426B6FAD01890B2B7E17320D9E0A7
