residual_id,source_unit,kind,status,evidence,disposition,decision_id,supersedes
R000001,ega:I.1.1.1,notation,known_semantic_difference,Stacks covers the mathematical objects but does not adopt the literal j_x and f(x) notation,Retain as an explicit terminology migration edge,D000016
R000002,ega:I.1.1.3,missing_tagged_statement,open_gap,No tagged Stacks unit defines j(Y) for an arbitrary subset and states all three identities,Assess whether the notation is reusable enough for a proposed lemma or should remain migration prose,D000016
R000003,ega:I.1.1.4,partial_statement,open_gap,Clause ii for arbitrary Y is derivable but not tagged because Stacks does not define j(Y),Do not promote the partial 00E0 edge to equivalence,D000016
R000004,ega:I.1.1.7,unlabelled_coverage,covered_unlabelled,Closed points equal maximal ideals appears as prose in the Jacobson-ring section,Retain the section edge and do not invent a theorem tag,D000016
R000005,ega:I.1.1.8,stronger_coverage,covered_by_stronger,Stacks has no standalone T0 lemma for spectra but proves the stronger spectral assertion,Retain the stronger-target relation,D000016
R000006,ega:I.1.1.12,stronger_coverage,covered_by_stronger,No standalone affine nilreduction-homeomorphism tag exists at identical granularity,Retain 0BR6 and the exact 00E5 plus 00E0 derivation,D000016
R000007,ega:I.1.1.13,derived_coverage,covered_derived,The exact criterion is split across 00ES and 00E0,Do not claim verbatim single-tag equivalence,D000016
R000008,ega:I.1.1.15,new_local_label,integrated_local_pending_upstream,The exact EGA proposition is now a cited local lemma and repairs an implicit inference in more-algebra.tex,Run chapter checks then seek review without assigning an official tag,D000015
R000009,ega:I.1.2.1,unlabelled_coverage,covered_unlabelled,The residue-field map is section prose while the quotient embedding and evaluation identity are implicit,Retain an explicit naturality migration edge and do not invent a tag,D000018
R000010,ega:I.1.2.2,derived_coverage,covered_derived,The arbitrary V-preimage formula follows directly from contraction and the definition of V,Retain the split derivation and do not promote it to a single-tag equivalence,D000018
R000011,ega:I.1.2.2,unlabelled_coverage,covered_unlabelled,The exact closure-of-image identity occurs in the proof of 00FL and requires the quotient realization,Retain both component edges and the proof-level evidence,D000018
R000012,ega:I.1.2.4,new_local_label,integrated_local_pending_upstream,The general unit-times-image criterion now unifies the quotient and localization topology arguments,Run Algebra checks then seek review without assigning an official tag,D000019
R000013,ega:I.1.2.7,stronger_coverage,covered_by_stronger,00FL contains the exact EGA equivalence as items 1 and 3 plus a minimal-prime characterization,Retain the stronger-target relation,D000018
R000014,ega:I.1.3.1,notation,known_semantic_difference,Stacks localizes at f directly and does not introduce EGA's saturated multiplicative set S'_f,Retain as a notation migration unit rather than inventing a lemma,D000021
R000015,ega:I.1.3.2,derived_coverage,covered_derived,The six-way equivalence is split across radical identities 00E0 and the standard-open divisibility lemma 01HS,Retain both component edges and the saturation-notation distinction,D000021
R000016,ega:I.1.3.3,unlabelled_coverage,covered_unlabelled,Canonical localization maps are labeled but mutual inverse and composition coherence occur in construction prose,Do not invent a tag for the numbered coherence formula,D000021
R000017,ega:I.1.3.4,derived_coverage,covered_derived,The theta-rho germ formula follows from standard-open sections stalks and functoriality without the EGA notation,Retain the two component edges,D000021
R000018,ega:I.1.3.6,unlabelled_coverage,covered_unlabelled,The restriction tilde(M)|D(f)=tilde(M_f) is an explicit consequence in prose after 01I9,Retain the labeled pullback edge and prose evidence,D000021
R000019,ega:I.1.3.8,stronger_coverage,covered_by_stronger,01I7 gives the universal mapping property against every sheaf and specializes to the source Hom bijection,Retain the stronger-target relation,D000021
R000020,ega:I.1.3.9,derived_coverage,covered_derived,Images and mono-epi criteria follow from the exact affine correspondence while 01IC displays kernels and cokernels,Retain the split component edges,D000021
R000021,ega:I.1.3.10,derived_coverage,covered_derived,The submodule lattice identities follow from exactness full faithfulness images and kernels but have no standalone tag,Do not promote 01IC to full equivalence,D000021
R000022,ega:I.1.3.11,stronger_coverage,covered_by_stronger,01IB is a quasi-inverse equivalence for all quasi-coherent modules and therefore implies exact global sections,Retain the stronger-target relation,D000021
R000023,ega:I.1.3.13,derived_coverage,covered_derived,The bundled algebra module exactness finite-type tensor Hom ideal and grading claims are distributed across six categorical targets,Retain component-level evidence and avoid a redundant omnibus lemma,D000021
R000024,ega:I.1.3.14,derived_coverage,covered_derived,The generated-subalgebra identity follows from tensor powers exact images direct sums and the affine equivalence,Record the derivation without claiming a single-tag match,D000021
R000025,ega:I.1.4.1,new_local_label,integrated_local_pending_upstream,The exact four-way characterization now has one cited local Stacks-style statement with a canonical global-sections strengthening,Build the affected chapter and seek review without assigning an official tag,D000024
R000026,ega:I.1.4.1.1,proof_device,covered_derived,No named target has the arbitrary-sheaf local d1-d2 hypotheses; 01P7 subsumes the conclusion in the quasi-coherent application and 01IE uses the same finite gluing maneuver,Retain the source lemma as proof-level provenance and do not add a second ad hoc local statement,D000025
R000027,ega:I.1.4.2,stronger_coverage,covered_by_stronger,01PE proves the source extension claim for every quasi-compact open immersion and 0EHM gives a canonical affine-specific extension,Retain 01PE as the primary stronger edge and 0EHM as constructive evidence,D000023
R000028,ega:I.1.4.3,derived_coverage,covered_derived,The algebra and module clauses are distributed across the categorical equivalences 01SA and 01SB with 01IB 01I8 and 0H88 as proof dependencies,Retain two component edges rather than claim a single-tag equivalence,D000023
R000029,ega:I.1.5.1,derived_coverage,covered_derived,No single tag packages the ambient finite A-module clause with coherent versus finite type quasi-coherent,Retain the exact chain 01XZ plus 0EHM 01PF 01IA and 01PB without adding a redundant omnibus lemma,D000028
R000030,ega:I.1.5.2,stronger_coverage,covered_by_stronger,01XZ explicitly proves coherence of the structure sheaf on every locally Noetherian scheme,Retain the stronger target relation for the affine Noetherian source case,D000027
R000031,ega:I.1.5.3,derived_coverage,covered_derived,No single tag says that every coherent sheaf on an open of a Noetherian affine extends coherently,Retain the exact 01PE plus 01PF plus 01XZ derivation and do not misidentify morphism-extension tag 0FD0,D000028
R000032,ega:I.1.6.1,stronger_and_formula_coverage,covered_by_stronger,01I1 constructs the morphism for every locally ringed space mapping to an affine while the explicit standard-open and stalk formulas are distributed across 00E2 01HY and 01HV,Retain the stronger primary edge and exact formula dependencies without a redundant special-case lemma,D000031
R000033,ega:I.1.6.2,derived_coverage,covered_derived,00E3 gives the exact topology while the local-ring and induced-sheaf clauses require localization twice and a stalkwise sheaf criterion,Retain the four exact component edges and do not call an arbitrary localization an open immersion,D000034
R000034,ega:I.1.6.3,proof_level_structure,covered_derived,01I9 item 2 states the functorial module isomorphism but its algebra and module-action refinements are compatibility consequences in the proof,Retain the exact main edge and record the structural refinements without adding a new label,D000032
R000035,ega:I.1.6.4,stronger_coverage,covered_by_stronger,01SB makes direct image part of an equivalence for every affine morphism and therefore proves exactness in the affine-spectrum case,Retain the stronger target relation,D000031
R000036,ega:I.1.6.5.1,derived_coverage,covered_derived,The exact displayed local tensor formula is assembled from the general pullback-stalk formula the affine pullback isomorphism and affine stalk identifications,Retain the three component edges rather than invent a standalone tag,D000032
R000037,ega:I.1.6.6,stronger_coverage,covered_by_stronger,01I9 identifies the entire pulled-back sheaf with the tensor-base-changed module and hence implies generation by the canonical tensors,Retain the stronger target relation with 01HV as the global-sections dependency,D000032
R000038,ega:I.1.6.7,proof_level_identity,covered_derived,The exact affine formulas for the sheaf adjunction unit counit and transpose are distributed across 0096 05DQ and 01I9,Retain the split derivation because the formulas are useful provenance but not a missing reusable theorem,D000032
R000039,ega:I.1.6.8,canonical_map_identification,covered_derived,01I8 and 01I9 identify the source target and induced module map but the French source neither assumes flatness nor asserts that the canonical map is an isomorphism,Retain the exact identification and exclude 0C6I as an overstrong target,D000033
R000040,ega:I.1.6.9,derived_coverage,covered_derived,Ideal multiplication images extended ideals and quotient base change are assembled from affine pullback tensor compatibility exact associated sheaves and right exact pullback,Retain the four component edges without adding a bundled lemma,D000032
R000041,ega:I.1.6.10,stronger_coverage,covered_by_stronger,01I2 packages affine schemes as the opposite category of rings and therefore includes the source identity and composition laws,Retain the stronger target relation with 00E2 for the underlying topological formula,D000032
R000042,ega:I.1.7.2,stronger_coverage,covered_by_stronger,01I1 gives the full Hom-set bijection for every locally ringed source while the source paragraph records only the affine construction and recovery direction,Retain the stronger target relation,D000035
R000043,ega:I.1.7.3,derived_recognition_coverage,covered_derived,The ringed-space recognition iff is exactly the combination of the local-stalk definition 01HB and the universal affine-target bijection 01I1,Retain the split formulation because 01I2 alone does not state recognition among arbitrary ringed-space morphisms,D000036
R000044,ega:I.1.7.3:diagram:xymatrix:1,proof_level_diagram,covered_unlabelled,The exact global-to-local square appears inside the proof of 01HY but has no independent target label,Retain its stable diagram ID and proof-level edge rather than hide or invent a tag,D000037
R000045,ega:I.1.7.4,stronger_component,covered_by_stronger,01I1 proves the explicit Hom bijection in greater source generality while 01I2 exactly packages the aggregate opposite-category equivalence,Retain both typed edges and one categorical orientation,D000036
R000046,ega:I.1.7.5,stronger_and_category_coverage,covered_by_stronger,01IG proves the induced quotient map is a closed immersion while 01L6 states monicity only among schemes although its proof works verbatim for ringed-space test objects,Retain the stronger geometric target and explicit ambient-category caveat,D000036
R000047,ega:I.2.1.4,stronger_merged_coverage,covered_by_stronger,01IS proves sobriety and therefore the source Kolmogorov assertion while also absorbing the next generic-point proposition,Retain the stronger edge and explicit topological-definition dependency without duplicating the sober theorem,D000040
R000048,ega:I.2.1.6,historical_ambient_stalk_notation,known_semantic_difference,No general pinned Stacks tag uses O sub X slash Y for the stalk at the generic point of an arbitrary irreducible closed subset,Retain the historical notation as a migration note and do not mis-map the narrower codimension-one notation 02AR,D000042
R000049,ega:I.2.1.6,stronger_rational_function_coverage,covered_by_stronger,01RV computes the rational-function ring for every scheme with finitely many irreducible components and specializes to the source irreducible case,Retain 01RU and 01RV together and exclude the integral function-field definition 01RW,D000042
R000050,ega:I.2.1.7,stronger_open_immersion_coverage,covered_by_stronger,01IK treats every open immersion and explicitly contains the source open-subspace restriction as a special case,Retain the stronger theorem plus the separate construction and terminology edges,D000040
R000051,ega:I.2.1.8,composite_locally_integral_coverage,covered_derived,No single pinned label names locally integral in the source sense but 01OQ instantiated with integral domains and 01OK give the exact neighbourhood condition,Retain the composite derivation and the warning that domain is not a Zariski-local ring property,D000043
R000052,ega:I.2.2.1,residue_field_consequence,covered_unlabelled,The induced residue-field map is stated in prose after 07BI and injectivity is the elementary field-map consequence,Retain the proof-level edge without inventing a separate theorem tag,D000046
